date,areaType,areaCode,areaName,metric,age,deaths,rollingRate,rollingSum
"2020-10-23",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60+",182,8.2,1110
"2020-10-23",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_59",6,0.2,70
"2020-10-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_04",2,0.2,5
"2020-10-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"10_14",0,0,0
"2020-10-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"15_19",0,0,0
"2020-10-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"20_24",0,0,0
"2020-10-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"25_29",0,0,0
"2020-10-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"30_34",0,0,1
"2020-10-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"35_39",1,0.1,4
"2020-10-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"40_44",2,0.1,5
"2020-10-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"45_49",2,0.4,14
"2020-10-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"50_54",1,0.3,13
"2020-10-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"55_59",5,0.8,29
"2020-10-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"05_09",0,0,0
"2020-10-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60_64",4,1,32
"2020-10-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"65_69",12,2.9,82
"2020-10-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"70_74",22,4.6,129
"2020-10-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"75_79",18,9.3,180
"2020-10-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"80_84",34,14.1,203
"2020-10-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"85_89",47,23.6,208
"2020-10-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"90+",37,40.6,210
"2020-10-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60+",174,7.8,1044
"2020-10-22",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_59",13,0.2,71
"2020-10-21",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_04",0,0.1,4
"2020-10-21",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"10_14",0,0,0
"2020-10-21",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"15_19",0,0,0
"2020-10-21",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"20_24",0,0,0
"2020-10-21",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"25_29",0,0,0
"2020-10-21",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"30_34",1,0,1
"2020-10-21",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"35_39",0,0.1,3
"2020-10-21",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"40_44",0,0.1,4
"2020-10-21",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"45_49",3,0.3,13
"2020-10-21",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"50_54",2,0.4,15
"2020-10-21",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"55_59",3,0.7,26
"2020-10-21",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"05_09",0,0,0
"2020-10-21",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60_64",3,1.1,34
"2020-10-21",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"65_69",15,2.8,77
"2020-10-21",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"70_74",28,4.5,126
"2020-10-21",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"75_79",33,9.3,180
"2020-10-21",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"80_84",35,13.3,192
"2020-10-21",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"85_89",29,21.1,186
"2020-10-21",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"90+",40,37.1,192
"2020-10-21",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60+",183,7.3,987
"2020-10-21",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_59",9,0.2,66
"2020-10-20",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_04",0,0.1,4
"2020-10-20",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"10_14",0,0,0
"2020-10-20",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"15_19",0,0,0
"2020-10-20",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"20_24",0,0,0
"2020-10-20",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"25_29",0,0,0
"2020-10-20",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"30_34",0,0,0
"2020-10-20",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"35_39",1,0.1,4
"2020-10-20",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"40_44",0,0.1,4
"2020-10-20",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"45_49",2,0.3,12
"2020-10-20",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"50_54",3,0.4,14
"2020-10-20",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"55_59",2,0.7,27
"2020-10-20",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"05_09",0,0,0
"2020-10-20",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60_64",4,1.1,34
"2020-10-20",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"65_69",13,2.4,68
"2020-10-20",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"70_74",15,3.8,105
"2020-10-20",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"75_79",38,8.3,162
"2020-10-20",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"80_84",30,12.1,174
"2020-10-20",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"85_89",38,20.7,182
"2020-10-20",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"90+",25,33.1,171
"2020-10-20",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60+",163,6.7,896
"2020-10-20",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_59",8,0.2,65
"2020-10-19",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_04",1,0.2,5
"2020-10-19",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"10_14",0,0,0
"2020-10-19",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"15_19",0,0,0
"2020-10-19",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"20_24",0,0,0
"2020-10-19",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"25_29",0,0,0
"2020-10-19",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"30_34",0,0,1
"2020-10-19",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"35_39",0,0.1,3
"2020-10-19",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"40_44",1,0.1,5
"2020-10-19",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"45_49",3,0.3,11
"2020-10-19",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"50_54",1,0.3,13
"2020-10-19",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"55_59",4,0.8,29
"2020-10-19",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"05_09",0,0,0
"2020-10-19",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60_64",10,1.1,33
"2020-10-19",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"65_69",11,2.1,58
"2020-10-19",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"70_74",17,3.5,97
"2020-10-19",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"75_79",26,7.2,140
"2020-10-19",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"80_84",26,11.4,164
"2020-10-19",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"85_89",31,17.8,157
"2020-10-19",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"90+",29,31.3,162
"2020-10-19",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60+",150,6,811
"2020-10-19",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_59",10,0.2,67
"2020-10-18",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_04",0,0.1,4
"2020-10-18",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"10_14",0,0,0
"2020-10-18",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"15_19",0,0,0
"2020-10-18",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"20_24",0,0,0
"2020-10-18",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"25_29",0,0,0
"2020-10-18",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"30_34",0,0.1,2
"2020-10-18",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"35_39",0,0.1,3
"2020-10-18",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"40_44",0,0.1,4
"2020-10-18",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"45_49",2,0.2,8
"2020-10-18",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"50_54",3,0.4,14
"2020-10-18",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"55_59",3,0.7,27
"2020-10-18",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"05_09",0,0,0
"2020-10-18",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60_64",2,0.8,26
"2020-10-18",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"65_69",9,2.2,62
"2020-10-18",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"70_74",16,3.2,89
"2020-10-18",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"75_79",19,6.4,124
"2020-10-18",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"80_84",24,11,159
"2020-10-18",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"85_89",20,16,141
"2020-10-18",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"90+",22,29.2,151
"2020-10-18",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60+",112,5.6,752
"2020-10-18",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_59",8,0.1,62
"2020-10-17",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_04",2,0.1,4
"2020-10-17",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"10_14",0,0,0
"2020-10-17",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"15_19",0,0,0
"2020-10-17",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"20_24",0,0,0
"2020-10-17",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"25_29",0,0,0
"2020-10-17",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"30_34",0,0.1,2
"2020-10-17",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"35_39",1,0.1,3
"2020-10-17",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"40_44",2,0.1,4
"2020-10-17",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"45_49",1,0.2,7
"2020-10-17",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"50_54",2,0.3,13
"2020-10-17",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"55_59",8,0.7,25
"2020-10-17",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"05_09",0,0,0
"2020-10-17",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60_64",5,0.8,25
"2020-10-17",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"65_69",12,2.3,64
"2020-10-17",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"70_74",15,3.1,87
"2020-10-17",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"75_79",26,6.3,122
"2020-10-17",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"80_84",27,10.6,153
"2020-10-17",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"85_89",32,16.3,143
"2020-10-17",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"90+",29,28.2,146
"2020-10-17",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60+",146,5.5,740
"2020-10-17",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_59",16,0.1,58
"2020-10-16",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_04",0,0.1,2
"2020-10-16",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"10_14",0,0,0
"2020-10-16",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"15_19",0,0,0
"2020-10-16",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"20_24",0,0,0
"2020-10-16",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"25_29",0,0,0
"2020-10-16",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"30_34",0,0.1,3
"2020-10-16",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"35_39",1,0.1,2
"2020-10-16",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"40_44",0,0.1,2
"2020-10-16",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"45_49",1,0.2,6
"2020-10-16",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"50_54",1,0.3,12
"2020-10-16",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"55_59",4,0.5,18
"2020-10-16",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"05_09",0,0,0
"2020-10-16",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60_64",4,0.7,22
"2020-10-16",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"65_69",10,2,57
"2020-10-16",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"70_74",16,2.9,81
"2020-10-16",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"75_79",20,5.7,110
"2020-10-16",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"80_84",27,10.1,145
"2020-10-16",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"85_89",11,14.9,131
"2020-10-16",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"90+",28,26.1,135
"2020-10-16",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60+",116,5.1,681
"2020-10-16",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_59",7,0.1,45
"2020-10-15",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_04",1,0.1,2
"2020-10-15",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"10_14",0,0,0
"2020-10-15",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"15_19",0,0,0
"2020-10-15",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"20_24",0,0,1
"2020-10-15",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"25_29",0,0,0
"2020-10-15",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"30_34",0,0.1,3
"2020-10-15",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"35_39",0,0.1,2
"2020-10-15",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"40_44",1,0.1,2
"2020-10-15",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"45_49",1,0.1,5
"2020-10-15",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"50_54",3,0.4,14
"2020-10-15",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"55_59",2,0.4,15
"2020-10-15",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"05_09",0,0,0
"2020-10-15",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60_64",6,0.7,21
"2020-10-15",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"65_69",7,1.8,49
"2020-10-15",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"70_74",19,2.6,73
"2020-10-15",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"75_79",18,5.3,102
"2020-10-15",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"80_84",23,8.9,128
"2020-10-15",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"85_89",25,15.2,134
"2020-10-15",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"90+",19,23,119
"2020-10-15",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60+",117,4.6,626
"2020-10-15",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_59",8,0.1,44
"2020-10-14",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_04",0,0.1,2
"2020-10-14",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"10_14",0,0,0
"2020-10-14",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"15_19",0,0,0
"2020-10-14",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"20_24",0,0,1
"2020-10-14",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"25_29",0,0,0
"2020-10-14",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"30_34",0,0.1,3
"2020-10-14",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"35_39",1,0.1,2
"2020-10-14",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"40_44",0,0.1,2
"2020-10-14",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"45_49",2,0.1,4
"2020-10-14",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"50_54",1,0.3,11
"2020-10-14",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"55_59",4,0.4,15
"2020-10-14",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"05_09",0,0,0
"2020-10-14",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60_64",3,0.5,16
"2020-10-14",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"65_69",6,1.6,46
"2020-10-14",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"70_74",7,2.2,61
"2020-10-14",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"75_79",15,5.2,100
"2020-10-14",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"80_84",17,8.2,118
"2020-10-14",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"85_89",25,14.1,124
"2020-10-14",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"90+",19,22.4,116
"2020-10-14",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60+",92,4.3,581
"2020-10-14",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_59",8,0.1,40
"2020-10-13",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_04",1,0.1,3
"2020-10-13",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"10_14",0,0,0
"2020-10-13",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"15_19",0,0,0
"2020-10-13",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"20_24",0,0,1
"2020-10-13",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"25_29",0,0,0
"2020-10-13",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"30_34",1,0.1,5
"2020-10-13",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"35_39",0,0,1
"2020-10-13",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"40_44",1,0.1,3
"2020-10-13",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"45_49",1,0.1,3
"2020-10-13",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"50_54",2,0.3,10
"2020-10-13",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"55_59",4,0.4,13
"2020-10-13",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"05_09",0,0,0
"2020-10-13",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60_64",3,0.6,20
"2020-10-13",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"65_69",3,1.5,43
"2020-10-13",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"70_74",7,2.3,63
"2020-10-13",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"75_79",16,5,97
"2020-10-13",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"80_84",20,8.5,122
"2020-10-13",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"85_89",13,12.2,107
"2020-10-13",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"90+",16,21.8,113
"2020-10-13",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60+",78,4.2,565
"2020-10-13",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_59",10,0.1,39
"2020-10-12",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_04",0,0.1,3
"2020-10-12",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"10_14",0,0,0
"2020-10-12",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"15_19",0,0,0
"2020-10-12",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"20_24",0,0,1
"2020-10-12",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"25_29",0,0,0
"2020-10-12",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"30_34",1,0.1,4
"2020-10-12",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"35_39",0,0,1
"2020-10-12",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"40_44",0,0.1,3
"2020-10-12",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"45_49",0,0.1,2
"2020-10-12",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"50_54",2,0.3,10
"2020-10-12",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"55_59",2,0.2,9
"2020-10-12",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"05_09",0,0,0
"2020-10-12",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60_64",3,0.6,19
"2020-10-12",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"65_69",15,1.7,47
"2020-10-12",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"70_74",9,2.3,64
"2020-10-12",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"75_79",10,4.4,86
"2020-10-12",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"80_84",21,7.8,113
"2020-10-12",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"85_89",15,11.9,105
"2020-10-12",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"90+",18,21.5,111
"2020-10-12",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60+",91,4,545
"2020-10-12",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_59",5,0.1,33
"2020-10-11",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_04",0,0.1,3
"2020-10-11",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"10_14",0,0,0
"2020-10-11",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"15_19",0,0,0
"2020-10-11",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"20_24",0,0,1
"2020-10-11",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"25_29",0,0,0
"2020-10-11",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"30_34",0,0.1,3
"2020-10-11",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"35_39",0,0,1
"2020-10-11",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"40_44",0,0.1,3
"2020-10-11",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"45_49",1,0.1,2
"2020-10-11",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"50_54",2,0.2,9
"2020-10-11",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"55_59",1,0.2,7
"2020-10-11",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"05_09",0,0,0
"2020-10-11",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60_64",1,0.5,16
"2020-10-11",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"65_69",11,1.3,37
"2020-10-11",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"70_74",14,2.2,60
"2020-10-11",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"75_79",17,4.6,89
"2020-10-11",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"80_84",18,7.1,102
"2020-10-11",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"85_89",22,11.8,104
"2020-10-11",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"90+",17,20.1,104
"2020-10-11",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"60+",100,3.8,512
"2020-10-11",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_59",4,0.1,29
"2020-10-10",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"00_04",0,0.1,4
"2020-10-10",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"10_14",0,0,0
"2020-10-10",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"15_19",0,0,0
"2020-10-10",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"20_24",0,0,1
"2020-10-10",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"25_29",0,0,0
"2020-10-10",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"30_34",1,0.1,3
"2020-10-10",nation,E92000001,England,newDeaths28DaysByDeathDateAgeDemographics,"35_39",0,0,1
