date,areaType,areaCode,areaName,metric,age,cases,rollingRate,rollingSum
"2020-10-14",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"35_39",1203,179.2,6689
"2020-10-14",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"40_44",1087,179.3,6122
"2020-10-14",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"45_49",1179,171.7,6380
"2020-10-14",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"50_54",1223,177.5,6936
"2020-10-14",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"55_59",1078,163.9,6016
"2020-10-14",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60_64",782,137.2,4270
"2020-10-14",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"65_69",465,92.6,2590
"2020-10-14",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"70_74",373,71.8,1995
"2020-10-14",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"75_79",280,79.4,1540
"2020-10-14",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"80_84",230,86.5,1246
"2020-10-14",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"85_89",169,104.8,922
"2020-10-14",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"90+",137,144.8,749
"2020-10-14",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,unassigned,31,,150
"2020-10-14",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60+",2436,98.9,13312
"2020-10-14",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_59",14013,193.5,82875
"2020-10-13",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_04",282,51.2,1688
"2020-10-13",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"05_09",264,42,1485
"2020-10-13",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"10_14",460,86.1,2887
"2020-10-13",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"15_19",2080,496.6,15345
"2020-10-13",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"20_24",2200,404.1,14094
"2020-10-13",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"25_29",1336,215.8,8205
"2020-10-13",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"30_34",1253,191.8,7302
"2020-10-13",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"35_39",1119,173,6458
"2020-10-13",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"40_44",1011,172,5874
"2020-10-13",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"45_49",966,164.6,6115
"2020-10-13",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"50_54",1169,171,6683
"2020-10-13",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"55_59",1010,158.6,5821
"2020-10-13",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60_64",698,133.1,4143
"2020-10-13",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"65_69",422,89.9,2514
"2020-10-13",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"70_74",326,68.4,1900
"2020-10-13",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"75_79",277,75.2,1459
"2020-10-13",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"80_84",222,82.6,1189
"2020-10-13",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"85_89",166,102.9,905
"2020-10-13",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"90+",144,142.1,735
"2020-10-13",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,unassigned,41,,134
"2020-10-13",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60+",2255,95.4,12845
"2020-10-13",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_59",13191,191.7,82091
"2020-10-12",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_04",270,49.6,1636
"2020-10-12",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"05_09",278,40.1,1418
"2020-10-12",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"10_14",543,85,2850
"2020-10-12",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"15_19",2132,512.9,15850
"2020-10-12",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"20_24",2171,407.9,14227
"2020-10-12",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"25_29",1508,213,8098
"2020-10-12",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"30_34",1267,188.1,7162
"2020-10-12",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"35_39",1167,168.2,6280
"2020-10-12",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"40_44",1074,166.2,5676
"2020-10-12",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"45_49",1148,162.8,6048
"2020-10-12",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"50_54",1186,165.8,6477
"2020-10-12",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"55_59",1037,153.6,5637
"2020-10-12",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60_64",786,128,3982
"2020-10-12",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"65_69",399,86.2,2412
"2020-10-12",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"70_74",362,66.2,1840
"2020-10-12",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"75_79",265,69.7,1353
"2020-10-12",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"80_84",262,78.3,1128
"2020-10-12",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"85_89",184,99,871
"2020-10-12",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"90+",135,139,719
"2020-10-12",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,unassigned,28,,130
"2020-10-12",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60+",2393,91.4,12305
"2020-10-12",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_59",13809,190.3,81489
"2020-10-11",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_04",176,49.4,1629
"2020-10-11",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"05_09",159,37.4,1323
"2020-10-11",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"10_14",280,80,2685
"2020-10-11",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"15_19",1526,529,16347
"2020-10-11",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"20_24",1327,409.6,14287
"2020-10-11",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"25_29",795,203.5,7735
"2020-10-11",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"30_34",787,181.6,6916
"2020-10-11",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"35_39",654,161,6013
"2020-10-11",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"40_44",629,159.1,5432
"2020-10-11",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"45_49",646,155.9,5792
"2020-10-11",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"50_54",730,159.3,6225
"2020-10-11",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"55_59",622,149.1,5473
"2020-10-11",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60_64",425,120.2,3740
"2020-10-11",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"65_69",293,83.1,2323
"2020-10-11",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"70_74",183,63.2,1756
"2020-10-11",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"75_79",152,67,1300
"2020-10-11",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"80_84",121,70.1,1010
"2020-10-11",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"85_89",77,92.3,812
"2020-10-11",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"90+",73,134.6,696
"2020-10-11",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,unassigned,2,,142
"2020-10-11",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60+",1324,86.4,11637
"2020-10-11",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_59",8333,186.8,79999
"2020-10-10",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_04",198,49.1,1621
"2020-10-10",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"05_09",148,35.6,1259
"2020-10-10",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"10_14",328,78.3,2626
"2020-10-10",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"15_19",1705,550.7,17017
"2020-10-10",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"20_24",1468,419.8,14641
"2020-10-10",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"25_29",846,202.9,7713
"2020-10-10",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"30_34",789,179.3,6828
"2020-10-10",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"35_39",681,160.4,5988
"2020-10-10",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"40_44",679,157,5362
"2020-10-10",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"45_49",696,153.9,5720
"2020-10-10",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"50_54",689,156.7,6124
"2020-10-10",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"55_59",587,147.2,5403
"2020-10-10",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60_64",452,117.5,3655
"2020-10-10",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"65_69",287,80.6,2254
"2020-10-10",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"70_74",205,61.8,1718
"2020-10-10",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"75_79",151,65.5,1272
"2020-10-10",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"80_84",108,69.2,997
"2020-10-10",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"85_89",72,90.9,800
"2020-10-10",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"90+",58,127.2,658
"2020-10-10",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,unassigned,8,,149
"2020-10-10",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60+",1333,84.3,11354
"2020-10-10",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_59",8822,187.9,80451
"2020-10-09",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_04",248,49,1616
"2020-10-09",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"05_09",205,34.4,1216
"2020-10-09",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"10_14",392,75.5,2534
"2020-10-09",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"15_19",2206,563.4,17409
"2020-10-09",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"20_24",1968,422.9,14751
"2020-10-09",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"25_29",1125,200,7602
"2020-10-09",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"30_34",999,176.6,6723
"2020-10-09",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"35_39",849,158.6,5921
"2020-10-09",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"40_44",754,151.9,5188
"2020-10-09",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"45_49",818,151.6,5634
"2020-10-09",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"50_54",918,155,6057
"2020-10-09",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"55_59",768,145.8,5352
"2020-10-09",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60_64",543,115.1,3582
"2020-10-09",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"65_69",347,78.6,2198
"2020-10-09",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"70_74",250,61,1694
"2020-10-09",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"75_79",212,64.3,1248
"2020-10-09",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"80_84",147,70.3,1012
"2020-10-09",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"85_89",134,88.7,780
"2020-10-09",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"90+",115,128,662
"2020-10-09",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,unassigned,15,,180
"2020-10-09",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60+",1748,83,11176
"2020-10-09",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_59",11265,187.2,80183
"2020-10-08",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_04",277,48.2,1589
"2020-10-08",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"05_09",232,32.2,1140
"2020-10-08",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"10_14",448,73.3,2460
"2020-10-08",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"15_19",2817,575.7,17791
"2020-10-08",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"20_24",2482,422.1,14722
"2020-10-08",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"25_29",1290,194.3,7385
"2020-10-08",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"30_34",1105,172.1,6553
"2020-10-08",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"35_39",1016,154.2,5759
"2020-10-08",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"40_44",888,148.3,5065
"2020-10-08",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"45_49",927,145.5,5405
"2020-10-08",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"50_54",1021,149.6,5845
"2020-10-08",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"55_59",914,143.2,5255
"2020-10-08",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60_64",584,111.5,3471
"2020-10-08",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"65_69",377,75.5,2111
"2020-10-08",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"70_74",296,59.7,1658
"2020-10-08",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"75_79",203,60.5,1175
"2020-10-08",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"80_84",156,67.7,975
"2020-10-08",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"85_89",120,82.7,728
"2020-10-08",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"90+",87,118.5,613
"2020-10-08",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,unassigned,25,,223
"2020-10-08",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60+",1823,79.7,10731
"2020-10-08",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_59",13442,184.9,79192
"2020-10-07",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_04",237,46,1517
"2020-10-07",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"05_09",199,29.2,1033
"2020-10-07",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"10_14",436,68.3,2292
"2020-10-07",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"15_19",2879,572.1,17680
"2020-10-07",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"20_24",2478,402.6,14041
"2020-10-07",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"25_29",1305,184.9,7030
"2020-10-07",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"30_34",1102,163.3,6217
"2020-10-07",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"35_39",972,145,5415
"2020-10-07",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"40_44",839,138.6,4733
"2020-10-07",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"45_49",914,137.8,5121
"2020-10-07",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"50_54",970,141.4,5525
"2020-10-07",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"55_59",883,134.6,4939
"2020-10-07",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60_64",655,105.8,3291
"2020-10-07",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"65_69",389,70.7,1976
"2020-10-07",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"70_74",278,57.2,1589
"2020-10-07",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"75_79",199,55.9,1084
"2020-10-07",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"80_84",173,64.5,929
"2020-10-07",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"85_89",152,77.7,684
"2020-10-07",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"90+",123,115.2,596
"2020-10-07",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,unassigned,15,,268
"2020-10-07",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60+",1969,75.4,10149
"2020-10-07",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_59",13229,177,75811
"2020-10-06",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_04",230,44.2,1460
"2020-10-06",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"05_09",197,27,954
"2020-10-06",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"10_14",423,62.3,2090
"2020-10-06",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"15_19",2585,564.4,17441
"2020-10-06",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"20_24",2333,380.1,13259
"2020-10-06",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"25_29",1229,173.1,6582
"2020-10-06",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"30_34",1113,154.5,5884
"2020-10-06",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"35_39",941,136,5079
"2020-10-06",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"40_44",813,129.7,4428
"2020-10-06",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"45_49",899,128.2,4764
"2020-10-06",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"50_54",963,132.8,5188
"2020-10-06",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"55_59",826,125.1,4592
"2020-10-06",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60_64",537,96.9,3015
"2020-10-06",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"65_69",320,64.6,1806
"2020-10-06",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"70_74",266,52.4,1457
"2020-10-06",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"75_79",171,51.6,1001
"2020-10-06",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"80_84",161,59.3,854
"2020-10-06",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"85_89",132,69,607
"2020-10-06",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"90+",128,104.6,541
"2020-10-06",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,unassigned,37,,281
"2020-10-06",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60+",1715,68.9,9281
"2020-10-06",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_59",12589,168.1,72002
"2020-10-05",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_04",263,42,1386
"2020-10-05",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"05_09",183,23.8,843
"2020-10-05",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"10_14",378,57,1913
"2020-10-05",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"15_19",2629,540.9,16714
"2020-10-05",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"20_24",2231,351.8,12270
"2020-10-05",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"25_29",1145,160.4,6099
"2020-10-05",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"30_34",1021,141.8,5399
"2020-10-05",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"35_39",900,124.8,4658
"2020-10-05",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"40_44",830,119.4,4077
"2020-10-05",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"45_49",892,117.5,4367
"2020-10-05",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"50_54",934,122.5,4788
"2020-10-05",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"55_59",873,114.9,4219
"2020-10-05",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60_64",544,90.1,2803
"2020-10-05",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"65_69",310,60.5,1691
"2020-10-05",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"70_74",278,48,1334
"2020-10-05",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"75_79",212,47.9,929
"2020-10-05",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"80_84",144,55.6,801
"2020-10-05",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"85_89",125,66.2,582
"2020-10-05",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"90+",112,99.4,514
"2020-10-05",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,unassigned,40,,319
"2020-10-05",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60+",1725,64.3,8654
"2020-10-05",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_59",12319,156.6,67052
"2020-10-04",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_04",168,38.6,1274
"2020-10-04",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"05_09",95,22,779
"2020-10-04",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"10_14",221,52.9,1776
"2020-10-04",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"15_19",2196,507,15666
"2020-10-04",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"20_24",1681,323.9,11298
"2020-10-04",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"25_29",773,149.5,5682
"2020-10-04",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"30_34",699,133.7,5092
"2020-10-04",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"35_39",629,116.7,4356
"2020-10-04",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"40_44",559,110.4,3769
"2020-10-04",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"45_49",574,108.6,4035
"2020-10-04",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"50_54",629,113,4417
"2020-10-04",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"55_59",552,104,3818
"2020-10-04",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60_64",340,83.7,2605
"2020-10-04",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"65_69",224,56.9,1592
"2020-10-04",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"70_74",145,43.7,1214
"2020-10-04",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"75_79",124,42.6,827
"2020-10-04",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"80_84",108,51.1,736
"2020-10-04",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"85_89",65,59.3,522
"2020-10-04",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"90+",35,89.7,464
"2020-10-04",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,unassigned,9,,323
"2020-10-04",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60+",1041,59.1,7960
"2020-10-04",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_59",8785,145.5,62285
"2020-10-03",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_04",193,37.4,1235
"2020-10-03",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"05_09",105,21.4,756
"2020-10-03",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"10_14",236,52.3,1753
"2020-10-03",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"15_19",2097,476.4,14721
"2020-10-03",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"20_24",1578,302,10533
"2020-10-03",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"25_29",735,143.3,5447
"2020-10-03",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"30_34",684,125.7,4788
"2020-10-03",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"35_39",614,111.2,4152
"2020-10-03",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"40_44",505,104.4,3564
"2020-10-03",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"45_49",610,102.9,3822
"2020-10-03",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"50_54",622,107.6,4206
"2020-10-03",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"55_59",536,98.3,3608
"2020-10-03",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60_64",379,79.4,2470
"2020-10-03",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"65_69",231,53.7,1502
"2020-10-03",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"70_74",181,41.5,1154
"2020-10-03",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"75_79",127,39.6,768
"2020-10-03",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"80_84",123,47.8,688
"2020-10-03",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"85_89",52,55.7,490
"2020-10-03",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"90+",62,86,445
"2020-10-03",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,unassigned,39,,341
"2020-10-03",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60+",1155,55.8,7517
"2020-10-03",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_59",8554,137.6,58926
"2020-10-02",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"00_04",221,34.8,1147
"2020-10-02",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"05_09",129,20.8,735
"2020-10-02",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"10_14",318,51.2,1716
"2020-10-02",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"15_19",2588,441,13628
"2020-10-02",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"20_24",1939,280.3,9775
"2020-10-02",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"25_29",908,136.2,5176
"2020-10-02",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"30_34",829,119.4,4548
"2020-10-02",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"35_39",687,105.1,3925
"2020-10-02",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"40_44",631,100.1,3417
"2020-10-02",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"45_49",589,96.2,3576
"2020-10-02",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"50_54",706,101.2,3954
"2020-10-02",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"55_59",671,92.8,3405
"2020-10-02",nation,E92000001,England,newCasesBySpecimenDateAgeDemographics,"60_64",432,74.2,2309
